date , max_temp , min_temp , weather , wind_dir , wind_force
2011-01-01 , 5 , -1 , 雨夹雪 , 无持续风向 , 微风
2011-01-02 , 7 , 0 , 多云 , 无持续风向~北风 , 微风
2011-01-03 , 6 , 0 , 雨夹雪 , 北风 , 微风
2011-01-04 , 4 , -2 , 雨夹雪~阴 , 北风 , 微风
2011-01-05 , 5 , -1 , 多云 , 北风 , 微风
2011-01-06 , 6 , 0 , 多云~晴 , 北风 , 微风
2011-01-07 , 6 , 0 , 阴 , 东北风 , 微风
2011-01-08 , 4 , -2 , 雨夹雪 , 东北风 , 微风
2011-01-09 , 4 , -2 , 雨夹雪 , 北风 , 4-5级
2011-01-10 , 2 , -1 , 小雪 , 北风 , 微风
2011-01-11 , 4 , -2 , 中雪~小雪 , 东北风~北风 , 3-4级~4-5级
2011-01-12 , 5 , 0 , 阴 , 北风 , 微风
2011-01-13 , 6 , -1 , 多云 , 东北风 , 微风
2011-01-14 , 4 , -3 , 多云~晴 , 北风~东风 , 微风
2011-01-15 , 4 , -2 , 多云~阴 , 北风 , 3-4级
2011-01-16 , 3 , -2 , 阴~雨夹雪 , 北风 , 微风
2011-01-26 , 5 , 0 , 阴~雨夹雪 , 东风 , 微风
2011-01-29 , 4 , -2 , 多云 , 东北风 , 微风
2011-01-30 , 5 , -1 , 多云~晴 , 东北风 , 微风
2011-01-31 , 6 , 0 , 晴~多云 , 北风 , 微风
2011-02-01 , 9 , 1 , 多云 , 北风 , 微风
2011-02-02 , 11 , 3 , 晴 , 南风 , 微风
2011-02-03 , 15 , 3 , 晴~多云 , 南风~东南风 , 微风
2011-02-04 , 15 , 3 , 晴~多云 , 无持续风向 , 微风
2011-02-05 , 16 , 5 , 多云~晴 , 东北风 , 微风
2011-02-06 , 15 , 4 , 阴~多云 , 南风 , 微风
2011-02-07 , 19 , 6 , 多云 , 无持续风向 , 微风
2011-02-08 , 19 , 6 , 多云 , 北风 , 微风
2011-02-09 , 13 , 3 , 阴~小雨 , 北风 , 5-6级~4-5级
2011-02-10 , 5 , 0 , 中雨~小雨 , 东北风 , 微风
2011-02-11 , 5 , -1 , 多云 , 北风 , 微风
2011-02-12 , 7 , 1 , 多云~小雨 , 北风 , 微风
2011-02-13 , 4 , -1 , 雨夹雪 , 东北风 , 微风
2011-02-14 , 6 , -2 , 阴~多云 , 无持续风向 , 微风
2011-02-15 , 7 , 1 , 多云~阴 , 东北风 , 微风
2011-02-16 , 6 , 2 , 小雨 , 东风 , 微风
2011-02-17 , 6 , 3 , 小雨~阴 , 东北风 , 微风
2011-02-18 , 7 , 3 , 阴~小雨 , 北风 , 微风
2011-02-19 , 8 , 2 , 阴~多云 , 无持续风向 , 微风
2011-02-20 , 11 , 2 , 多云~晴 , 东北风 , 微风
2011-02-21 , 13 , 4 , 晴~多云 , 东北风 , 微风
2011-02-22 , 15 , 6 , 晴~多云 , 东风 , 微风
2011-02-23 , 16 , 8 , 多云 , 东南风 , 微风
2011-02-24 , 21 , 8 , 晴~多云 , 东风 , 微风
2011-02-25 , 13 , 6 , 阴~阵雨 , 东北风 , 微风
2011-02-26 , 17 , 8 , 多云~阴 , 无持续风向 , 微风
2011-02-27 , 20 , 6 , 多云~阵雨 , 南风~北风 , 微风
2011-02-28 , 8 , 4 , 小雨 , 北风 , 5-6级~4-5级
2011-03-01 , 7 , 2 , 阴~多云 , 北风 , 微风
2011-03-02 , 9 , 1 , 晴~多云 , 无持续风向 , 微风
2011-03-03 , 9 , 1 , 阴~多云 , 北风 , 微风
2011-03-04 , 12 , 3 , 晴~多云 , 北风 , 微风
2011-03-05 , 14 , 4 , 多云~小到中雨 , 东风 , 微风
2011-03-06 , 9 , 4 , 中雨~小雨 , 无持续风向 , 微风
2011-03-07 , 11 , 3 , 多云~晴 , 北风 , 微风
2011-03-08 , 16 , 5 , 晴~多云 , 无持续风向 , 微风
2011-03-09 , 14 , 3 , 多云 , 北风~南风 , 微风
2011-03-10 , 18 , 6 , 晴~多云 , 东北风 , 微风
2011-03-11 , 16 , 7 , 多云~阴 , 无持续风向 , 微风
2011-03-12 , 20 , 9 , 多云~阴 , 无持续风向 , 微风
2011-03-13 , 22 , 8 , 多云~阵雨 , 南风 , 3-4级
2011-03-14 , 16 , 5 , 小雨~小到中雨 , 北风 , 4-5级~5-6级
2011-03-15 , 8 , 3 , 小雨~阴 , 北风 , 5-6级~4-5级
2011-03-16 , 14 , 5 , 多云 , 北风 , 微风
2011-03-17 , 17 , 6 , 多云 , 无持续风向 , 微风
2011-03-18 , 15 , 9 , 阴~阵雨 , 南风 , 微风
2011-03-19 , 16 , 11 , 阵雨 , 南风 , 微风
2011-03-20 , 16 , 7 , 阵雨~中雨 , 东风~东北风 , 微风
2011-03-21 , 8 , 3 , 中雨~小雨 , 北风 , 5-6级~3-4级
2011-03-22 , 7 , 3 , 小雨~阴 , 无持续风向 , 微风
2011-03-23 , 11 , 4 , 多云 , 北风 , 微风
2011-03-24 , 15 , 4 , 多云 , 北风 , 微风
2011-03-25 , 16 , 5 , 晴~多云 , 北风 , 微风
2011-03-26 , 16 , 6 , 晴~多云 , 北风~南风 , 微风
2011-03-27 , 17 , 6 , 多云~晴 , 无持续风向 , 微风
2011-03-28 , 19 , 7 , 晴 , 南风 , 微风
2011-03-29 , 17 , 7 , 多云~晴 , 北风 , 微风
2011-03-30 , 20 , 8 , 晴~多云 , 东风 , 微风
2011-03-31 , 22 , 11 , 晴~多云 , 南风 , 微风
2011-04-01 , 24 , 11 , 多云 , 南风 , 微风
2011-04-02 , 18 , 7 , 阴~小雨 , 东风~东北风 , 微风~4-5级
2011-04-03 , 8 , 5 , 小雨~阴 , 东北风~北风 , 4-5级
2011-04-04 , 15 , 6 , 多云 , 北风 , 微风
2011-04-05 , 17 , 9 , 晴~多云 , 北风 , 微风
2011-04-06 , 19 , 12 , 多云~阵雨 , 无持续风向 , 微风
2011-04-07 , 17 , 11 , 阵雨 , 北风 , 微风
2011-04-08 , 17 , 10 , 阴 , 东风~南风 , 微风
2011-04-09 , 22 , 15 , 阴~阵雨 , 东南风 , 微风
2011-04-10 , 22 , 16 , 阴~小雨 , 东南风 , 微风
2011-04-11 , 20 , 10 , 多云~晴 , 北风 , 微风
2011-04-12 , 22 , 12 , 晴~多云 , 东风 , 微风
2011-04-13 , 20 , 14 , 阴~多云 , 南风 , 微风
2011-04-14 , 27 , 16 , 阴~阵雨 , 南风 , 微风
2011-04-15 , 26 , 16 , 雷阵雨~中到大雨 , 南风~北风 , 3-4级~4-5级
2011-04-16 , 18 , 10 , 小雨~阴 , 北风~东北风 , 4-5级
2011-04-17 , 22 , 12 , 多云~晴 , 东北风 , 微风
2011-04-18 , 21 , 10 , 晴 , 北风 , 4-5级~微风
2011-04-19 , 21 , 12 , 晴 , 北风~南风 , 微风
2011-04-20 , 24 , 12 , 晴~多云 , 北风~南风 , 微风
2011-04-21 , 23 , 16 , 多云~阵雨 , 东南风~北风 , 3-4级~4-5级
2011-04-22 , 21 , 13 , 小雨~多云 , 北风 , 4-5级~微风
2011-04-23 , 25 , 15 , 晴~多云 , 南风 , 微风
2011-04-24 , 25 , 15 , 晴 , 东北风~南风 , 微风
2011-04-25 , 30 , 16 , 晴~多云 , 南风 , 微风
2011-04-26 , 34 , 19 , 晴~阵雨 , 西南风 , 4-5级
2011-04-27 , 27 , 15 , 多云 , 北风 , 微风
2011-04-28 , 27 , 15 , 晴~多云 , 东南风~南风 , 微风
2011-04-29 , 33 , 20 , 多云~阴 , 南风 , 微风
2011-04-30 , 28 , 16 , 阵雨 , 南风~北风 , 3-4级~4-5级
2011-05-01 , 27 , 16 , 阵雨~多云 , 东北风 , 3-4级
2011-05-02 , 26 , 16 , 多云~大雨 , 东风 , 微风
2011-05-03 , 17 , 12 , 阴 , 东北风 , 3-4级~微风
2011-05-04 , 17 , 12 , 阴~多云 , 东风 , 微风
2011-05-05 , 25 , 16 , 多云 , 南风 , 微风
2011-05-06 , 29 , 19 , 阴~多云 , 东南风 , 微风
2011-05-07 , 33 , 21 , 晴 , 西南风 , 4-5级~3-4级
2011-05-08 , 35 , 23 , 晴~多云 , 西南风 , 4-5级
2011-05-09 , 33 , 23 , 阴~多云 , 南风 , 微风
2011-05-10 , 35 , 23 , 多云~雷阵雨 , 南风 , 微风
2011-05-11 , 26 , 20 , 阵雨~阴 , 北风 , 微风
2011-05-12 , 26 , 18 , 阴~多云 , 北风 , 微风
2011-05-13 , 28 , 20 , 多云~晴 , 北风~南风 , 微风
2011-05-14 , 28 , 20 , 多云~阴 , 南风 , 微风
2011-05-15 , 26 , 18 , 多云~阵雨 , 南风 , 微风
2011-05-16 , 28 , 18 , 多云 , 南风 , 微风
2011-05-17 , 31 , 18 , 多云~晴 , 南风 , 微风
2011-05-18 , 32 , 20 , 晴 , 无持续风向 , 微风
2011-05-19 , 35 , 23 , 晴 , 南风 , 微风
2011-05-20 , 36 , 22 , 晴~多云 , 南风 , 微风
2011-05-21 , 28 , 18 , 阵雨 , 北风 , 3-4级
2011-05-22 , 20 , 16 , 阵雨~小到中雨 , 无持续风向 , 微风
2011-05-23 , 17 , 15 , 小雨~阴 , 东北风 , 微风
2011-05-24 , 21 , 16 , 阴 , 东北风 , 微风
2011-05-25 , 23 , 18 , 阴 , 北风 , 微风
2011-05-26 , 28 , 18 , 多云 , 北风 , 微风
2011-05-27 , 28 , 18 , 多云 , 北风 , 微风
2011-05-28 , 25 , 17 , 阴~多云 , 东北风 , 微风
2011-05-29 , 27 , 20 , 晴~多云 , 东北风~东风 , 微风
2011-05-30 , 32 , 22 , 多云 , 南风 , 微风
2011-05-31 , 30 , 22 , 多云~阵雨 , 南风~北风 , 微风
2011-06-01 , 28 , 21 , 阴~多云 , 东北风 , 微风
2011-06-02 , 31 , 21 , 多云~阵雨 , 南风 , 微风
2011-06-03 , 29 , 22 , 阴~阵雨 , 南风 , 微风
2011-06-04 , 23 , 21 , 中到大雨~大到暴雨 , 南风 , 微风
2011-06-05 , 23 , 21 , 阵雨~中雨 , 北风 , 微风
2011-06-06 , 23 , 21 , 大到暴雨~中到大雨 , 东北风 , 微风
2011-06-07 , 27 , 22 , 阵雨~多云 , 东北风 , 微风
2011-06-08 , 33 , 24 , 多云 , 南风 , 微风
2011-06-09 , 35 , 25 , 多云~阵雨 , 南风 , 微风
2011-06-10 , 28 , 24 , 中到大雨 , 南风 , 微风
2011-06-11 , 23 , 21 , 大到暴雨~中到大雨 , 东北风 , 微风
2011-06-12 , 28 , 22 , 阵雨~阴 , 东北风 , 微风
2011-06-13 , 28 , 23 , 阵雨 , 无持续风向 , 微风
2011-06-14 , 23 , 21 , 大雨~大到暴雨 , 南风 , 微风
2011-06-15 , 24 , 20 , 大到暴雨~中雨 , 东北风 , 微风
2011-06-16 , 26 , 22 , 阵雨~阴 , 北风 , 微风
2011-06-17 , 28 , 23 , 雷阵雨~大到暴雨 , 南风 , 微风
2011-06-18 , 29 , 22 , 大雨~大到暴雨 , 南风~北风 , 微风
2011-06-19 , 24 , 21 , 阵雨 , 东风~东南风 , 微风
2011-06-20 , 29 , 23 , 阴 , 东风 , 微风
2011-06-21 , 32 , 24 , 雷阵雨~多云 , 东风 , 微风
2011-06-22 , 34 , 24 , 多云 , 南风 , 微风
2011-06-23 , 36 , 26 , 多云 , 南风 , 微风
2011-06-24 , 34 , 26 , 雷阵雨 , 东南风 , 微风
2011-06-25 , 31 , 24 , 中到大雨~阵雨 , 东北风 , 3-4级
2011-06-26 , 31 , 23 , 多云 , 西北风~西风 , 3-4级~微风
2011-06-27 , 33 , 24 , 晴~多云 , 南风 , 微风
2011-06-28 , 34 , 25 , 雷阵雨 , 东南风 , 3-4级
2011-06-29 , 33 , 25 , 雷阵雨 , 南风 , 微风
2011-06-30 , 34 , 26 , 雷阵雨~多云 , 西南风 , 微风
2011-07-01 , 32 , 25 , 阵雨~多云 , 南风 , 3-4级
2011-07-02 , 36 , 27 , 晴~多云 , 西南风 , 微风
2011-07-03 , 37 , 28 , 晴~多云 , 西南风 , 3-4级
2011-07-04 , 36 , 28 , 雷阵雨~多云 , 南风 , 微风
2011-07-05 , 37 , 27 , 雷阵雨~多云 , 南风 , 微风
2011-07-06 , 36 , 27 , 多云 , 南风 , 3-4级
2011-07-07 , 36 , 27 , 多云 , 南风 , 微风
2011-07-08 , 34 , 27 , 雷阵雨~阵雨 , 南风 , 微风
2011-07-09 , 32 , 26 , 雷阵雨 , 东北风 , 微风
2011-07-10 , 34 , 26 , 雷阵雨~阴 , 东南风 , 3-4级
2011-07-11 , 33 , 26 , 多云 , 东南风~南风 , 3-4级~微风
2011-07-12 , 33 , 25 , 雷阵雨 , 南风 , 微风
2011-07-13 , 32 , 25 , 小到中雨~雷阵雨 , 南风 , 微风
2011-07-14 , 32 , 26 , 雷阵雨 , 东南风~北风 , 3-4级
2011-07-15 , 33 , 26 , 多云~阴 , 南风 , 微风
2011-07-16 , 33 , 26 , 雷阵雨~多云 , 东南风 , 3-4级
2011-07-17 , 33 , 25 , 雷阵雨~多云 , 南风 , 微风
2011-07-18 , 33 , 26 , 阵雨~雷阵雨 , 东南风 , 微风
2011-07-19 , 30 , 25 , 中雨~阵雨 , 东北风 , 3-4级
2011-07-20 , 33 , 26 , 多云 , 南风 , 微风
2011-07-21 , 34 , 26 , 雷阵雨~多云 , 南风 , 微风
2011-07-22 , 35 , 27 , 多云~晴 , 南风 , 微风
2011-07-23 , 35 , 27 , 雷阵雨~多云 , 东南风 , 微风
2011-07-24 , 36 , 27 , 雷阵雨~多云 , 东风 , 微风
2011-07-25 , 38 , 27 , 多云 , 南风 , 3-4级
2011-07-26 , 38 , 28 , 多云 , 南风 , 微风
2011-07-27 , 38 , 28 , 晴~多云 , 南风 , 3-4级
2011-07-28 , 37 , 28 , 晴~多云 , 南风 , 3-4级
2011-07-29 , 36 , 28 , 晴~多云 , 东南风 , 微风
2011-07-30 , 36 , 28 , 晴~多云 , 南风 , 3-4级
2011-07-31 , 37 , 27 , 多云 , 东南风 , 3-4级
2011-08-01 , 34 , 26 , 雷阵雨 , 东南风 , 3-4级
2011-08-02 , 34 , 26 , 雷阵雨~多云 , 东南风 , 微风~3-4级
2011-08-03 , 34 , 26 , 雷阵雨 , 东南风 , 微风
2011-08-04 , 34 , 25 , 雷阵雨~多云 , 东北风 , 微风
2011-08-05 , 32 , 25 , 雷阵雨~阵雨 , 东北风 , 3-4级
2011-08-06 , 33 , 24 , 小到中雨~大到暴雨 , 东北风~东风 , 4-5级~6-7级
2011-08-07 , 33 , 25 , 多云 , 西北风~西风 , 4-5级~3-4级
2011-08-08 , 35 , 26 , 雷阵雨~多云 , 西南风 , 3-4级~微风
2011-08-09 , 34 , 26 , 雷阵雨~多云 , 南风 , 微风
2011-08-10 , 36 , 26 , 多云 , 南风 , 微风
2011-08-11 , 35 , 25 , 雷阵雨 , 南风 , 3-4级
2011-08-12 , 30 , 26 , 中到大雨~雷阵雨 , 西南风 , 3-4级
2011-08-13 , 34 , 26 , 雷阵雨~多云 , 南风 , 3-4级
2011-08-14 , 36 , 26 , 雷阵雨~多云 , 西南风~南风 , 微风
2011-08-15 , 35 , 27 , 多云 , 南风 , 微风
2011-08-16 , 37 , 27 , 多云 , 西南风 , 3-4级
2011-08-17 , 36 , 28 , 多云 , 西南风 , 3-4级
2011-08-18 , 35 , 28 , 多云 , 南风 , 微风~3-4级
2011-08-19 , 35 , 27 , 多云 , 南风 , 微风~3-4级
2011-08-20 , 37 , 27 , 多云 , 南风 , 微风
2011-08-21 , 34 , 26 , 雷阵雨 , 东北风 , 微风
2011-08-22 , 32 , 24 , 中雨~中到大雨 , 东北风 , 微风
2011-08-23 , 29 , 22 , 中雨 , 北风~东北风 , 微风
2011-08-24 , 27 , 23 , 中到大雨~阵雨 , 东北风 , 3-4级~微风
2011-08-25 , 27 , 22 , 阵雨 , 东北风 , 微风
2011-08-26 , 30 , 24 , 阵雨~雷阵雨 , 东北风 , 微风
2011-08-27 , 31 , 24 , 阵雨 , 东北风 , 3-4级
2011-08-28 , 32 , 25 , 雷阵雨~多云 , 东南风 , 微风
2011-08-29 , 31 , 24 , 雷阵雨~阵雨 , 东风 , 3-4级~微风
2011-08-30 , 30 , 25 , 大到暴雨~中雨 , 东北风 , 微风
2011-08-31 , 30 , 25 , 阵雨~阴 , 东北风 , 4-5级
2011-09-01 , 31 , 24 , 多云 , 东北风 , 3-4级
2011-09-02 , 31 , 24 , 多云 , 东北风 , 微风
2011-09-03 , 32 , 24 , 晴~多云 , 东北风 , 3-4级~微风
2011-09-04 , 31 , 23 , 晴~多云 , 北风 , 微风
2011-09-05 , 32 , 23 , 晴~多云 , 东北风 , 微风
2011-09-06 , 30 , 22 , 多云 , 北风 , 微风
2011-09-07 , 31 , 23 , 多云~阴 , 东风 , 微风
2011-09-08 , 31 , 23 , 雷阵雨~阵雨 , 南风 , 微风
2011-09-09 , 27 , 23 , 阵雨 , 东北风 , 微风
2011-09-10 , 26 , 22 , 阵雨~阴 , 东北风 , 微风
2011-09-11 , 28 , 23 , 多云 , 东风 , 3-4级
2011-09-12 , 31 , 24 , 多云 , 东风 , 微风
2011-09-13 , 33 , 24 , 多云~晴 , 东南风 , 微风
2011-09-14 , 34 , 25 , 晴~多云 , 东南风 , 微风
2011-09-15 , 34 , 24 , 晴~多云 , 东南风 , 微风
2011-09-16 , 34 , 24 , 多云 , 东南风~东北风 , 微风
2011-09-17 , 33 , 22 , 多云~阵雨 , 东北风 , 微风~3-4级
2011-09-18 , 25 , 19 , 小雨~阴 , 西北风 , 4-5级~3-4级
2011-09-19 , 24 , 18 , 多云~阴 , 北风 , 4-5级~微风
2011-09-20 , 22 , 16 , 阴 , 西北风 , 4-5级~3-4级
2011-09-21 , 23 , 15 , 多云 , 东北风 , 微风
2011-09-22 , 25 , 16 , 多云 , 北风 , 微风
2011-09-23 , 26 , 17 , 多云 , 东北风 , 微风
2011-09-24 , 26 , 18 , 晴~多云 , 东北风 , 微风
2011-09-25 , 27 , 21 , 小雨 , 东北风 , 微风
2011-09-26 , 25 , 22 , 阵雨 , 东北风 , 微风
2011-09-27 , 25 , 22 , 小雨 , 东风 , 微风
2011-09-28 , 28 , 23 , 多云~阴 , 东风~东南风 , 微风
2011-09-29 , 28 , 19 , 中雨~中到大雨 , 北风 , 微风~4-5级
2011-09-30 , 20 , 18 , 中到大雨~小雨 , 北风~东北风 , 4-5级~3-4级
2011-10-01 , 21 , 17 , 小雨 , 东北风 , 3-4级
2011-10-02 , 20 , 17 , 小雨 , 东北风 , 微风
2011-10-03 , 20 , 16 , 阴 , 东北风 , 3-4级
2011-10-04 , 21 , 16 , 阴 , 东北风 , 微风
2011-10-05 , 20 , 16 , 阴~多云 , 北风 , 微风
2011-10-06 , 25 , 17 , 多云 , 东风 , 微风
2011-10-07 , 25 , 16 , 多云 , 北风 , 微风
2011-10-08 , 26 , 17 , 晴 , 东风 , 微风
2011-10-09 , 27 , 17 , 晴~多云 , 东南风 , 微风
2011-10-10 , 25 , 20 , 小雨~阴 , 东北风 , 微风
2011-10-11 , 24 , 19 , 小雨~阴 , 东北风 , 微风
2011-10-12 , 24 , 19 , 阴~阵雨 , 东南风 , 微风
2011-10-13 , 23 , 15 , 中到大雨~中雨 , 北风 , 3-4级
2011-10-14 , 23 , 15 , 阴~多云 , 北风 , 微风
2011-10-15 , 24 , 13 , 多云 , 西北风 , 微风
2011-10-16 , 25 , 15 , 晴 , 北风 , 微风
2011-10-17 , 26 , 15 , 晴 , 东北风 , 微风
2011-10-18 , 24 , 15 , 晴~多云 , 东北风 , 微风
2011-10-19 , 23 , 16 , 多云 , 东北风 , 3-4级
2011-10-20 , 22 , 17 , 小雨 , 东北风 , 微风
2011-10-21 , 24 , 17 , 阴~多云 , 东北风 , 微风
2011-10-22 , 25 , 16 , 晴~多云 , 东北风 , 微风
2011-10-23 , 25 , 17 , 多云~阵雨 , 东南风 , 微风
2011-10-24 , 21 , 13 , 中到大雨~小雨 , 北风~东北风 , 3-4级~微风
2011-10-25 , 17 , 12 , 阴~多云 , 北风 , 3-4级~微风
2011-10-26 , 19 , 12 , 多云 , 东北风 , 微风
2011-10-27 , 21 , 16 , 多云~阴 , 东北风 , 微风
2011-10-28 , 20 , 15 , 小雨 , 东北风 , 微风
2011-10-29 , 20 , 16 , 小雨~阴 , 东风 , 微风
2011-10-30 , 21 , 15 , 阴~多云 , 东北风 , 微风
2011-10-31 , 24 , 16 , 多云 , 东风 , 微风
2011-11-01 , 24 , 16 , 多云 , 东北风 , 微风
2011-11-02 , 23 , 18 , 阵雨 , 东风~东北风 , 微风
2011-11-03 , 21 , 17 , 阵雨 , 东北风 , 微风
2011-11-04 , 23 , 19 , 阵雨 , 东北风 , 微风
2011-11-05 , 22 , 18 , 小到中雨~小雨 , 东风 , 微风
2011-11-06 , 24 , 18 , 阴 , 北风 , 微风
2011-11-07 , 19 , 14 , 阴~小雨 , 北风 , 微风
2011-11-08 , 17 , 12 , 小雨 , 北风 , 微风
2011-11-09 , 15 , 12 , 小到中雨~小雨 , 北风 , 微风
2011-11-10 , 15 , 10 , 小雨~多云 , 西北风~北风 , 微风
2011-11-11 , 17 , 9 , 多云~晴 , 北风 , 微风
2011-11-12 , 21 , 10 , 晴 , 东南风 , 微风
2011-11-13 , 20 , 11 , 多云~阴 , 东风 , 微风
2011-11-14 , 20 , 13 , 多云 , 东北风~东风 , 微风
2011-11-15 , 20 , 13 , 多云 , 东风 , 微风
2011-11-16 , 22 , 15 , 多云~阴 , 东南风 , 微风
2011-11-17 , 24 , 18 , 多云~阴 , 东南风 , 微风
2011-11-18 , 23 , 12 , 中雨 , 东南风~北风 , 微风
2011-11-19 , 16 , 10 , 小雨~阴 , 北风 , 3-4级
2011-11-20 , 15 , 8 , 多云~晴 , 北风 , 3-4级~微风
2011-11-21 , 17 , 9 , 晴~多云 , 东北风 , 微风
2011-11-22 , 17 , 8 , 多云~晴 , 北风 , 微风~3-4级
2011-11-23 , 16 , 6 , 晴 , 北风 , 微风
2011-11-24 , 16 , 6 , 晴 , 北风~东南风 , 微风
2011-11-25 , 17 , 9 , 晴 , 南风 , 微风
2011-11-26 , 21 , 11 , 晴~多云 , 南风 , 微风
2011-11-27 , 23 , 12 , 晴~多云 , 南风 , 微风
2011-11-28 , 23 , 13 , 多云~阴 , 东风~东北风 , 微风
2011-11-29 , 23 , 12 , 阴~小雨 , 东风~北风 , 微风
2011-11-30 , 17 , 6 , 小雨~小到中雨 , 北风 , 5-6级
2011-12-01 , 8 , 2 , 阴 , 西北风 , 4-5级
2011-12-02 , 8 , 2 , 多云 , 西北风 , 3-4级~微风
2011-12-03 , 12 , 4 , 晴~多云 , 北风 , 微风
2011-12-04 , 13 , 5 , 晴~多云 , 东北风~东风 , 微风
2011-12-05 , 14 , 8 , 多云~阴 , 东风 , 微风
2011-12-06 , 16 , 10 , 阴~小雨 , 东南风 , 微风
2011-12-07 , 14 , 6 , 中雨~小雨 , 东北风 , 3-4级~4-5级
2011-12-08 , 7 , 2 , 小雨~阴 , 北风 , 4-5级~3-4级
2011-12-09 , 7 , 0 , 多云 , 北风 , 3-4级
2011-12-10 , 7 , -1 , 晴 , 东北风 , 微风
2011-12-11 , 8 , 0 , 晴 , 北风 , 微风
2011-12-12 , 10 , 3 , 多云 , 北风~东北风 , 微风
2011-12-13 , 12 , 4 , 多云 , 东北风 , 微风
2011-12-14 , 12 , 4 , 多云~阴 , 北风 , 微风
2011-12-15 , 8 , 2 , 小雨~阴 , 北风 , 3-4级
2011-12-16 , 7 , -1 , 晴 , 北风~东北风 , 微风
2011-12-17 , 7 , 0 , 晴~多云 , 北风~东北风 , 微风
2011-12-18 , 8 , 2 , 多云 , 北风 , 微风
2011-12-19 , 10 , 4 , 多云 , 北风 , 微风
2011-12-20 , 11 , 4 , 小雨 , 东风 , 微风
2011-12-21 , 8 , 1 , 小雨~阴 , 北风 , 3-4级~4-5级
2011-12-22 , 6 , -1 , 阴~多云 , 北风 , 3-4级~微风
2011-12-23 , 8 , -2 , 晴 , 北风 , 微风
2011-12-24 , 8 , -1 , 晴 , 东北风 , 3-4级
2011-12-25 , 9 , 1 , 晴 , 北风 , 微风
2011-12-26 , 11 , 3 , 多云 , 东风 , 微风
2011-12-27 , 10 , 5 , 多云~阴 , 东风~东北风 , 微风
2011-12-28 , 12 , 6 , 阴 , 东风 , 微风
2011-12-29 , 10 , 5 , 阴~多云 , 无持续风向 , 微风
2011-12-30 , 9 , 3 , 多云 , 北风 , 微风
2011-12-31 , 10 , 3 , 多云 , 东北风 , 微风
2012-01-01 , 10 , 2 , 晴~多云 , 东北风 , 微风
2012-01-02 , 9 , 4 , 多云 , 东北风~北风 , 微风
2012-01-03 , 7 , 0 , 阴 , 北风 , 微风
2012-01-04 , 4 , -1 , 多云 , 无持续风向 , 微风
2012-01-05 , 5 , 0 , 阴~小雨 , 东风 , 微风
2012-01-06 , 5 , 2 , 阴 , 北风 , 微风
2012-01-07 , 7 , 3 , 多云~阴 , 东北风 , 微风
2012-01-08 , 7 , 4 , 小雨~阴 , 东风 , 微风
2012-01-09 , 6 , 4 , 阴 , 东北风 , 微风
2012-01-10 , 7 , 4 , 阴 , 东北风 , 微风
2012-01-11 , 8 , 4 , 阴 , 北风 , 微风
2012-01-12 , 7 , 3 , 多云~阴 , 东北风 , 微风
2012-01-13 , 9 , 5 , 小雨 , 东风 , 微风
2012-01-14 , 8 , 4 , 中到大雨 , 东北风 , 微风
2012-01-16 , 6 , 3 , 小雨~阴 , 东北风 , 微风
2012-01-17 , 8 , 5 , 多云~小雨 , 东北风 , 微风
2012-01-18 , 7 , 5 , 小到中雨~中雨 , 东北风 , 微风
2012-01-19 , 8 , 5 , 小雨 , 东北风 , 微风
2012-01-20 , 7 , 1 , 阴~小雨 , 北风 , 微风~3-4级
2012-01-21 , 5 , -1 , 雨夹雪~中到大雪 , 北风 , 3-4级
2012-01-22 , 2 , -2 , 小雪~多云 , 北风 , 3-4级
2012-01-23 , 3 , -2 , 多云 , 北风 , 微风
2012-01-24 , 3 , -2 , 多云~阴 , 无持续风向 , 微风
2012-01-25 , 4 , -1 , 晴~多云 , 北风 , 微风
2012-01-26 , 7 , -1 , 多云 , 东南风 , 微风
2012-01-27 , 7 , 2 , 小雨 , 东北风 , 微风
